Razão_Social;geom;Data_de_Ativação
AUTO POSTO 123 LTDA;-43.24838000000001,-22.901439999999994;
AUTO POSTO PARADA DE GATIM LTDA;-43.42073000000001,-22.763210000000015;
POSTO DE GASOLINA JBMC LTDA;-42.512980000000006,-22.33366000000002;
AUTO POSTO MAREMANSA LTDA ME.;-43.31195999999999,-22.870499999999996;
POSTO DE GASOLINA ESTRELA ORIENTAL LTDA;-42.98208999999999,-22.79993000000001;
POSTO DE GASOLINA J. M. CANROBERT LTDA;-43.41463000000001,-22.871140000000004;
AUTO POSTO LP FRANCIS LTDA;-43.100289999999994,-22.86497000000001;
POSTO NOVA BARRA MANSA LTDA;-44.17522000000001,-22.539590000000015;
ARARA AZUL REDE DE POSTOS LTDA.;-41.3389,-21.75293999999999;
AUTO POSTO ARARA AZUL LTDA;-43.26265999999999,-22.84345000000002;
POSTO DE GASOLINA PARADA DA BRASIL LTDA;-43.36607999999999,-22.797580000000018;
TATIAUTO POSTO E GARAGEM LTDA;-43.33175999999999,-22.885090000000016;
AUTO POSTO BAGAS LTDA;-43.247890000000005,-22.719390000000015;
CENTRO AUTOMOTIVO NOVO BUZIOS LTDA;-41.92497999999999,-22.774640000000023;
LUIZ CLAUDIO MORETZSOHN DE MELLO;-43.2338,-22.91365000000002;
POSTO MONSENHOR ESCRIVA LTDA;-43.10378999999999,-22.88094999999999;
AUTO POSTO GOMENSORO LTDA;-43.268390000000004,-22.84514000000001;
AUTO SERVICO PRIMEIRO DO BRASIL LTDA;-43.20672,-22.900020000000016;
AUTO POSTO PARADA DA PRAÇA LTDA;-43.4735,-22.87738;
AUTO POSTO AVENIDA CENTRAL DE IRAJA LTDA;-43.32272,-22.821570000000005;
AUTO POSTO MONTE SINAI DE JACAREPAGUA LTDA;-43.348009999999995,-22.92648000000001;
AUTO POSTO GIRASSOL LTDA - ME;-43.373440000000016,-22.931240000000003;
POSTO MODELO JMLBG LTDA;-43.19259,-22.950710000000004;
AUTO POSTO FIGUEIRA DE BARRA DO PIRAÍ LTDA;-43.81847,-22.485989999999997;
POSTO LINDO PARQUE LTDA;-43.056990000000006,-22.835440000000013;
ENGENHÃO POSTO DE GNV LTDA;-43.26955000000002,-22.900809999999996;
RODOBIG 393 POSTO E SERVICOS LTDA;-44.06054,-22.472590000000014;
AUTO POSTO JATINHO LTDA;-43.27000000000001,-22.831190000000003;
POSTO TULIPA LTDA.;-43.35206999999999,-22.936690000000002;
POSTO DE GASOLINA GASOAL LTDA.;-43.26657999999999,-22.90267000000001;
PORTAL DAS DUNAS COMBUSTIVEIS LTDA;-42.040699999999994,-22.896590000000014;
CHAMPGAS DO BRASIL LIMITADA - ME;-43.26649,-22.90050000000002;
AUTO POSTO GENESIS DE JACAREPAGUA LTDA;-43.348009999999995,-22.92648000000001;
POSTO DE SERVIÇO BRIGADEIRO LIMA E SILVA LTDA;-43.29379,-22.79803000000002;
AUTO POSTO ARTUR RIOS LTDA;-43.54962000000001,-22.90230000000001;
AUTO POSTO SAO FURTUOSO LTDA;-43.37422,-22.92460000000001;
POSTO E GARAGEM RAJA DE CASCADURA LTDA;-43.32305,-22.892600000000016;
CENTRO AUTOMOTIVO PARAISO DA TIJUCA LTDA;-43.22433,-22.918670000000006;
POSTO DE SERVICOS GRANDE ALIANCA LTDA;-43.55535,-22.898630000000015;
POSTO DE SERVICOS GEREMARIO DANTAS DE JACAREPAGUA LTDA;-43.35573000000001,-22.92711000000001;
AUTO POSTO UNIVERSIDADE REALENGO LTDA;-43.43925000000001,-22.875490000000017;
POSTO DE ABASTECIMENTO A GAS PERFEITO LTDA - EPP;-43.23335,-22.88972000000001;
POSTO DE GASOLINA VARONEL LTDA - EPP;-43.32322000000001,-22.843220000000013;
AUTO POSTO DO TRABALHO XIX LTDA;-43.36558999999999,-22.792960000000008;
POSTO DE GASOLINA MUCELA LTDA;-43.25101000000001,-22.84349000000001;
AUTO POSTO M R DA TAQUARA LTDA;-43.368259999999985,-22.940420000000003;
MARQUES' S PETER AUTO POSTO LTDA.;-43.303450000000005,-22.892650000000007;
AUTO POSTO LUAR DA RIO SÃO PAULO LTDA;-43.60011000000001,-22.866270000000014;
AUTO CENTER OLINDA ELLIS LTDA;-43.558910000000004,-22.910170000000008;
B.D.C.A POSTO DE GNV LTDA;-43.254670000000004,-22.87034000000001;
POSTO DE GASOLINA NOVA SANTOS DUMONT LTDA - EPP;-43.18028999999999,-22.622390000000017;
POSTO DE ABASTECIMENTO  SERVICOS E TRANSPORTES CAMINHO DO SOL LTDA;-42.02756999999999,-22.881710000000005;
POSTO DE ABASTECIMENTO FRANTUNES LTDA.;-43.29751,-22.84087;
POSTO DE GASOLINA BIBARRENSE LTDA;-42.519159999999985,-22.051840000000016;
RUGERPE MARQUES NEVES;-43.55447,-22.875460000000015;
POSTO DE GASOLINA VIA KENNEDY DE DUQUE DE CAXIAS LTDA;-43.30426,-22.752599999999997;
POSTO DE ABASTECIMENTO  SERVICOS E TRANSPORTES CAMINHO DO SOL LTDA;-42.02519999999999,-22.87071000000001;
POSTO DE GASOLINA METAGAS DE SANTA CRUZ LTDA;-43.687730000000016,-22.915230000000008;
ELIAS MORGADO DE ALMEIDA E FILHOS LTDA.;-43.705479999999994,-22.96739000000002;
AUTO POSTO ML DE SAO CRISTOVAO LTDA;-43.227380000000004,-22.889869999999995;
P. LOPES GNV POSTO DE SERVIÇOS LTDA.;-43.314389999999996,-22.853790000000014;
AUTO POSTO PIO MONTE LTDA;-43.15378999999999,-22.48930000000002;
AUTO POSTO SANTA RITA DO OESTE LTDA.;-43.56631,-22.89897;
POSTO PLANETA SATURNO DE COMBUSTÍVEIS LTDA;-42.99784000000001,-22.813030000000015;
ANGRAGAS DO BRASIL POSTO DE GASOLINA LTDA;-43.68353,-22.904619999999998;
AUTO POSTO ML DE ANA NERI LTDA.;-43.238720000000015,-22.89847000000002;
AUTO POSTO NAVAJO DA TAQUARA LTDA.;-43.40595000000001,-22.918510000000012;
SENDAS DISTRIBUIDORA S/A;-43.67587999999999,-22.891400000000015;
SENDAS DISTRIBUIDORA S/A;-42.03099999999999,-22.888530000000003;
POSTO CABO FRIO DE GNV LTDA.;-42.05046000000002,-22.88538;
SENDAS DISTRIBUIDORA S/A;-43.464189999999995,-22.75438;
C. A. DUARTE MONTEIRO POSTO DE COMBUSTIVEL;-42.97390999999999,-22.41903000000001;
RIO NOVA PARADA SRC - POSTO DE GASOLINA LTDA.;-43.22610000000001,-22.88581;
SENDAS DISTRIBUIDORA S/A;-43.36497,-22.804790000000004;
O TIGRE DE CASCADURA POSTO E GARAGEM LTDA;-43.33175999999999,-22.885090000000016;
AUTO POSTO DO TRABALHO VILA VALQUEIRE LTDA;-43.356320000000004,-22.879630000000013;
POSTO DE COMBUSTÍVEIS CAMBAUBA LTDA.;-43.208320000000015,-22.808760000000014;
POSTO DE GASOLINA APOLO DE SÃO JOÃO LTDA.;-43.33708000000001,-22.778080000000013;
VIA EXPRESSA AUTO POSTO LTDA;-43.24741,-22.869780000000013;
AUTO POSTO CHILAN 456 LTDA - EPP;-43.03526999999999,-22.82042000000001;
AUTO POSTO E LAVAJATO BOM PASTOR LTDA;-43.231830000000016,-22.929290000000005;
AUTO POSTO LUAR DE MARECHAL HERMES LTDA.;-43.369109999999985,-22.86106000000001;
COMERCIAL DE PETRÓLEO MUTUA 53 LTDA.;-43.03755999999999,-22.809719999999995;
AUTO POSTO KARAPITO DA BEIRA LTDA.;-43.55447,-22.875460000000015;
POSTO PARADA 165 LTDA.;-43.03078999999999,-22.817310000000003;
POUSADA CAMINHONEIROS COMBUSTÍVEIS E LUBRIFICANTES LTDA;-43.27355,-22.813280000000013;
PORTO 2000 AUTO POSTO LTDA;-43.570209999999996,-22.88350000000001;
ZGAS POSTOS DE SERV. DE GAS E ABAST. DE LIQUIDO LTDA.;-43.18394,-22.953760000000017;
CENTRO AUTOMOTIVO DE ABAST. N.01 DE ITABORAÍ LTDA;-42.84698999999999,-22.74259000000001;
POSTO DE GASOLINA SIRIQUISAMBA LTDA.;-43.456540000000004,-22.746060000000003;
RAINBOW COMERCIO DE COMBUSTIVEIS EIRELI - EPP;-43.36685000000001,-22.86318000000002;
AUTO POSTO MARRAKESH LTDA.;-43.37488000000001,-22.78160000000001;
GALÁPAGOS CENTRO AUTOMOTIVO LTDA.;-43.2338,-22.91365000000002;
AUTO POSTO SG EIRELI;-43.0773,-22.832840000000015;
POSTO MANUELA LTDA.;-44.17522000000001,-22.539590000000015;
MULTI POSTO CENTRO AUTOMOTIVO LTDA.;-43.30536,-22.835630000000016;
POSTO DE GASOLINA 4784 UNIVERSAL LTDA.;-43.278579999999984,-22.88498;
POSTO VILA ISABEL LTDA;-43.23877999999999,-22.914130000000007;
POSTO DE GASOLINA SINTONIA DA ALEGRIA LTDA.;-43.05990999999999,-22.832919999999998;
AUTO POSTO BEAN'S LTDA.;-43.463629999999995,-22.879660000000015;
MRB - COMÉRCIO DE PRODUTOS AUTOMOTIVOS LTDA.;-43.24754,-22.863639999999997;
AUTO POSTO AMIGOS DE ROCHA MIRANDA LTDA.;-43.344010000000004,-22.848819999999996;
POSTO VOLTÃO DE VOLTA REDONDA LTDA.;-44.09314999999999,-22.504450000000013;
AUTO POSTO JOVEM DE NITERÓI LTDA.;-43.11330000000001,-22.894550000000006;
AUTO POSTO MASTER DO  FONSECA LTDA.;-43.08439,-22.881509999999995;
AUTO POSTO DE SERVIÇOS BELROXO 1 LTDA.;-43.4037,-22.760009999999998;
POSTO DE GASOLINA RONINHO LTDA.;-43.297170000000015,-22.87522000000002;
AUTO POSTO MADRINHA DE CAMPO GRANDE 2006 LTDA.;-43.56116999999998,-22.893730000000016;
POSTO DE GASOLINA DIA & NOITE LTDA.;-43.39853999999999,-22.838470000000008;
NOVA PARADINHA AUTO POSTO LTDA;-43.252060000000014,-22.855510000000013;
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.;-41.33255,-21.76434000000002;
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.;-41.32271999999999,-21.755720000000007;
AUTO POSTO CENTER NOVO QUEIMADOS LTDA. ME.;-43.55557,-22.713550000000016;
VIA MARICÁ POSTO DE GASOLINA LTDA.;-43.007970000000014,-22.863430000000005;
POSTO DE GASOLINA JAGUAR DO ANIL LTDA.;-43.34921000000001,-22.95432000000002;
SARA DA ILHA POSTO DE ABASTECIMENTO LTDA.;-43.171989999999994,-22.794410000000003;
POSTO DE GASOLINA STOP SHOP LTDA.;-43.00141000000001,-22.81663;
ARARA FLUMINENSE COMERCIO DE COMBUSTIVEIS LTDA.;-41.3389,-21.75293999999999;
POSTO CARIOCA IATE CLUBE DE RAMOS LTDA.;-43.25479000000002,-22.837520000000005;
POSTO E AUTO SERVIÇO INSULANO LTDA.;-43.18710999999998,-22.79882000000001;
POSTO DE GASOLINA ESTRADA DOS BANDEIRANTES DE VARGEM PEQUENA LTDA;-43.45882000000001,-22.985900000000004;
AUTO POSTO NOVA IPANEMA LTDA.;-43.357470000000006,-23.000560000000007;
BUSSGAS DO BRASIL POSTO DE GAS NATURAL VEICULAR LTDA;-43.67406999999999,-22.93064000000001;
POSTO DE COMBUSTÍVEIS PARADA 40 LTDA.;-43.06389999999999,-22.82842000000002;
TOP BANGU 3251 COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.4539,-22.876549999999998;
AUTO POSTO HOREBE LTDA.;-43.38063,-22.790379999999995;
POSTO DE ABASTECIMENTO SATAMINI LTDA.;-43.21942,-22.91887;
NITGÁS DO BRASIL POSTO DE GÁS NATURAL VEICULAR LTDA.;-43.101110000000006,-22.880360000000014;
POSTO DE ABASTECIMENTO BACELLAR  DE VILA ISABEL LTDA;-43.24529000000001,-22.91731000000001;
POSTO DE GASOLINA E SERVIÇOS BR PAN 2007 LTDA;-43.248770000000015,-22.92323000000001;
POSTO DE GASOLINA SAO JOSE DE TERESOPOLIS LTDA.;-42.96605,-22.423840000000013;
EDSON MARTINS JÚNIOR;-43.23877999999999,-22.914130000000007;
POSTO GNV SELEÇÃO LTDA.;-43.19324,-22.907230000000013;
POSTO MANÉ GARRINCHA DE BOTAFOGO LTDA.;-43.19245999999999,-22.954120000000017;
POSTO DE GASOLINA E SERVIÇOS 2 MARIAS LTDA. - EPP.;-43.28453999999999,-22.887850000000014;
R 2 POSTO DE ABASTECIMENTO DE GÁS VEICULAR LTDA.;-44.060779999999994,-22.500730000000015;
AUTO POSTO LUAR DA MONTEVIDEU LTDA.;-43.272960000000005,-22.831120000000016;
AUTO POSTO GALEGO DO RIO DA PRATA LTDA.;-43.54284,-22.91379;
CENTRO AUTOMOTIVO PRAIA DOS COQUEIROS;-42.361970000000014,-22.88459000000001;
TINDIBA AUTO POSTO LTDA - ME;-43.36708000000001,-22.927040000000012;
POSTO DE GASOLINA OASIS DE CAXIAS LTDA;-43.30407000000001,-22.791820000000016;
POSTO NEW POWER COMÉRCIO DE COMBUSTÍVEL LTDA.;-43.28224999999999,-22.898090000000018;
AUTO POSTO QUINTA DO RIO GRANDE LTDA.;-43.40595000000001,-22.918510000000012;
MEIRELES E NOVAES AUTO POSTO LTDA.;-44.4316,-22.45271000000002;
NETAO AUTO POSTO  LTDA;-43.01838,-22.817490000000006;
POSTO DE ABASTECIMENTO BARRA MONTEIRO LTDA.;-43.565509999999996,-22.92327999999999;
AUTO POSTO NOVO BARREIROS DE RAMOS LTDA.;-43.25745999999999,-22.849480000000007;
MARÍTIMO DE NITERÓI POSTO DE COMBUSTÍVEL LTDA.;-43.334689999999995,-22.88217000000001;
AUTO CENTER TURBINADO LTDA.;-43.27045,-22.911239999999992;
AUTO POSTO RAPUNZEL II LTDA;-43.67782000000001,-22.89351;
POSTO DE GASOLINA BARRETO E SILVA LTDA.;-44.06054,-22.472590000000014;
POSTO DE GASOLINA SANTA ROSA DE ICARAÍ LTDA.;-43.10517,-22.89867000000001;
AUTO POSTO DE GASOLINA RECREIO LTDA.;-43.451480000000004,-23.01026999999999;
AUTO POSTO MIKONOS LTDA.;-43.2338,-22.91365000000002;
GMP JACAREPAGUA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.35233999999999,-22.934460000000012;
AUTO POSTO LUAR DE BANGU LTDA.;-43.48109999999999,-22.856320000000007;
BR CORONEL VEIGA COMBUSTÍVEIS LTDA.;-43.19256,-22.525620000000007;
AUTO POSTO ESPLENDOR DE BENTO RIBEIRO LTDA.;-43.35645000000001,-22.865200000000016;
POSTO DE GASOLINA AUTA DE SOUSA - EIRELI - EPP;-43.32421000000001,-22.87763000000001;
ESPLANADA DE BANGU POSTO DE GASOLINA LTDA - ME;-43.48056,-22.88115000000001;
POSTO DE GASOLINA ROSA DE SAHON LTDA - ME;-43.295150000000014,-22.814829999999994;
AUTO POSTO VIA OESTE LTDA.;-43.58256000000001,-22.961350000000003;
BARRA GAS COMÉRCIO E SERVIÇOS LTDA.;-43.36531,-22.98499000000002;
POSTO DE GASOLINA GALEGUINHO DA ILHA LTDA.;-43.19586,-22.798740000000013;
AUTO POSTO RJB HUNGRIA IMPERATRIZ LTDA  - ME;-42.97390999999999,-22.41903000000001;
A. MONTEIRO VIEIRA - COMBUSTÍVEIS;-42.97390999999999,-22.41903000000001;
2R COMBUSTÍVEIS LTDA.;-44.11139000000001,-22.500940000000014;
AUTO POSTO SATURNO BM LTDA.;-44.17522000000001,-22.539590000000015;
AUTO POSTO ESTRELA DE GRAMACHO LTDA.;-43.30426,-22.752599999999997;
SOPRO DIVINO POSTO DE COMBUSTIVEIS LTDA.;-43.06176000000001,-22.827590000000008;
CENTRO AUTOMOTIVO CRUZADA DA BARRA LTDA.;-43.34184,-23.000650000000007;
AUTO POSTO DE ABASTECIMENTO PROMESSA LTDA.;-43.295150000000014,-22.814829999999994;
MENDONÇA  & JL COMÉRCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;-43.19644999999999,-22.808030000000002;
GUARAGÁS DO BRASIL POSTO DE GASOLINA LTDA.;-43.621930000000006,-22.995579999999997;
AUTO POSTO LAGUNA LTDA.;-43.31863,-22.796180000000017;
S.J. POSTO DE COMBUSTÍVEIS LTDA.;-44.53735000000001,-23.016490000000022;
FBX COMERCIO DE COMBUSTIVEL E SERVIÇOS LTDA;-43.67782000000001,-22.89351;
POSTO GALOPINHO DE GASOLINA  LUBRIF. E PECAS LTDA - ME.;-43.32970000000001,-22.79498999999999;
AUTO POSTO JTX DE OLARIA LTDA. - EPP.;-43.26679000000001,-22.840640000000015;
POSTO DE ABSTECIMENTO VALPORTO LTDA.;-43.37045,-22.85560000000001;
POSTO 2015 COMBUSTÍVEIS LTDA.;-42.47008000000001,-22.89544000000001;
AUTO POSTO ZE COLMEIA LTDA - ME;-43.33708000000001,-22.778080000000013;
AUTO POSTO NAT LTDA;-43.159180000000006,-22.494429999999998;
FOX COMERCIO DE COMBUSTIVEIS E SERVICOS EIRELI;-43.19644999999999,-22.808030000000002;
AUTO POSTO ÔNIX 1243 LTDA;-43.21043999999999,-22.532790000000013;
AUTO POSTO LUCCA LTDA;-43.13888000000001,-22.41195000000002;
POSTO DE GASOLINA AUSTIN LTDA;-43.52420999999999,-22.720350000000007;
AUTO POSTO PADDOCK CLUB LTDA;-43.44774000000001,-22.751160000000006;
AUTO POSTO DE COMBUSTIVEL E SERVICOS FULLGAS EIRELI - EPP.;-43.00782,-22.792760000000005;
ECOBARRA COMBUSTIVEIS LTDA;-43.34036,-23.010100000000023;
AUTO POSTO RYDER  LTDA;-43.375330000000005,-23.000469999999996;
LUNA I COMBUSTIVEIS SAO GONCALO LTDA;-43.09480000000001,-22.85008;
AUTO POSTO MONTEIROS DE SAO GONCALO LTDA;-43.03078999999999,-22.817310000000003;
POSTO DE GASOLINA MELHOR DA BRASIL LTDA.;-43.67782000000001,-22.89351;
AUTO POSTO NOVO ISRAEL LTDA - ME;-43.295150000000014,-22.814829999999994;
J. LOPES GONÇALVES POSTO LTDA;-43.33767999999999,-22.95340000000002;
GALP AUTO POSTO SERVIÇOS LTDA;-43.19254999999998,-22.525570000000013;
AUTO POSTO CINCO ESTRELAS LTDA;-43.32187,-22.817329999999995;
POSTO DE GASOLINA SUALFA LTDA;-43.35605000000001,-22.902899999999992;
POSTO GASOLINA SHOP CAR LTDA;-43.03797999999998,-22.809190000000008;
AUTO POSTO TORINO LTDA;-43.68917999999999,-22.919960000000007;
AMS COMERCIO E DERIVADOS DE PETROLEO LTDA;-42.01897000000001,-22.87961000000001;
AUTO POSTO MEM DE SA LTDA - EPP;-43.18896,-22.911980000000003;
POSTO RONCADOR LTDA.;-43.047140000000006,-22.65979000000001;
DANILSO COSTA & CIA LTDA;-42.83751000000001,-22.737160000000014;
AUTO POSTO SAO JUDAS TADEU DE ICARAI LTDA.;-43.10238000000001,-22.909370000000017;
AUTO POSTO SHOW DO MILHÃO LTDA;-43.45627999999999,-22.75957;
AUTO POSTO BONANCA DE CABUCU LTDA.;-43.54172,-22.78134;
POSTO JOIA LTDA;-43.06389999999999,-22.82842000000002;
AUTO POSTO DE SERVIÇO FLORES LTDA;-43.39578,-22.770870000000013;
POSTO IPIROXO LTDA;-43.4037,-22.760009999999998;
POSTO PIONEIRO LTDA.;-43.608959999999996,-22.66888;
POSTO PROVIDENCIA LTDA;-43.39052000000002,-22.740890000000014;
POSTO TREVO LTDA;-43.323580000000014,-22.786510000000014;
POSTO CARINHOSO LTDA;-43.35995999999999,-22.801120000000008;
POSTO PETROPOLIS LTDA;-43.159180000000006,-22.494429999999998;
BARENCO & COELHO LTDA;-43.131620000000005,-22.334740000000014;
CASACA AUTO POSTO SERVIÇO LTDA;-43.29595,-22.824829999999995;
VAZQUEZ POSTO DE SERVICOS LTDA;-43.219969999999996,-22.908440000000013;
POSTO SOCAPE ( SOC. CAXIENSE DE PETROLEO LTDA);-43.304930000000006,-22.782370000000004;
POSTO PARACAMBI LTDA;-43.708099999999995,-22.610090000000003;
POSTO DE GASOLINA BEIRA MAR LTDA;-43.25101000000001,-22.84349000000001;
JOSE EUGENIO ARAUJO;-42.519159999999985,-22.051840000000016;
ARCO IRIS COMERCIO E INDUSTRIA LTDA;-43.30407000000001,-22.791820000000016;
PIT STOP DA BARRA POSTO DE ABASTECIMENTO LTDA;-43.36531,-22.98499000000002;
POSTO PEDRA  PRETA LTDA;-43.30426,-22.752599999999997;
POSTO DE GASOLINA FRANCISCO REAL LTDA;-43.45484999999998,-22.879840000000016;
AUTO POSTO RIO GRANDE LTDA;-43.40595000000001,-22.918510000000012;
POSTO TOP 7 LTDA;-41.77663999999999,-22.378329999999995;
POSTO DE GASOLINA SAO LUCAS LTDA;-43.44358999999999,-22.758000000000013;
POSTO ELO LTDA;-43.45501000000001,-22.758450000000014;
POSTO DE GASOLINA PRIMAVERA LTDA;-43.28596000000001,-22.671840000000003;
POSTO DE GASOLINA LINHA VERMELHA LTDA;-43.28735000000001,-22.794350000000005;
POSTO SANTA ALICE LTDA.;-43.28319,-22.64087000000001;
CARBAT DISTR. E ASSESS. DO COM. DE DERIV. DE PETR. LTDA;-43.32515000000001,-22.930960000000013;
POSTO SERVICENTRO CARNEIRO LTDA;-43.45347,-22.87479000000001;
AUTO SERVIÇO BARREIRAÂ¿S LTDA;-43.067260000000005,-22.83821;
POSTO JARDIM ALCÂNTARA LTDA.;-43.00105999999998,-22.82497000000001;
AUTO POSTO VISEU LTDA;-43.03640000000001,-22.831600000000005;
ITA POSTO DE GASOLINA LTDA;-41.89645999999999,-21.200569999999992;
AUTO POSTO ARSENAL LTDA;-43.00867999999999,-22.862069999999996;
POSTO OLINDA LTDA;-43.410640000000015,-22.81670000000001;
RICARDENSE AUTO POSTO LTDA;-43.39853999999999,-22.838470000000008;
ADM PETROLEO E DERIVADOS LTDA;-43.18211000000001,-22.951320000000013;
CARMENCITA AUTO POSTO LTDA;-43.361009999999986,-22.77723000000001;
JOSE DA COSTA MARTINS;-41.775890000000004,-22.381280000000004;
POSTO DE GASOLINA SAIL FISH LTDA;-44.30423000000001,-22.999860000000012;
AUTO POSTO MARIA AUGUSTA LTDA;-43.38551000000001,-22.919120000000017;
AUTO POSTO CIGANO LIMITADA;-43.408529999999985,-22.794840000000008;
AUTO POSTO PISTAO LTDA;-43.36120000000001,-22.927100000000006;
POSTO FLAG;-43.3237,-22.855470000000004;
SODINAVA S.A.;-43.210770000000004,-22.80476000000001;
J R LUTZ;-43.10425999999999,-22.90969000000001;
POSTO ALGARVE LTDA;-43.43977999999999,-22.76003000000001;
APULIA POSTO DE GASOLINA LTDA;-43.03802999999999,-22.820610000000013;
COOP. DE CONSUMO DOS MOTORISTAS DE ITAOCARA LTDA;-42.075990000000004,-21.6712;
DUCK POSTO DE GASOLINA PECAS E ACESSORIOS LTDA;-43.29630999999999,-22.795009999999998;
F K PRODUTOS AUTOMOTIVOS LTDA;-43.18991000000001,-22.955680000000015;
SERRAMAR COMERCIO DE COMBUSTIVEIS LTDA;-41.78751,-22.369050000000005;
POSTO LYZANDRO GODOY LTDA;-41.3389,-21.75293999999999;
POSTO UNIPETRO LTDA;-43.289530000000006,-22.69929;
POSTO DE GASOLINA DO TRAQUINA LTDA;-43.38063,-22.790379999999995;
COOPATAXI COOPERATIVA CONS.TRAB.DOS MOT.AUT.TAXI MUN.RJ;-43.31692000000001,-22.87692000000001;
AUTO POSTO ANGELINA LTDA;-43.55447,-22.875460000000015;
DUMAS & DAMIAO COMBUSTIVEIS LTDA;-43.14449000000001,-22.46006;
HINGEL VEICULOS S.A;-43.14449000000001,-22.46006;
AUTO POSTO SÃO JUDAS TADEU LTDA.;-43.19666000000001,-22.500580000000003;
POSTO COLONIAL PETROPOLITANO LTDA;-43.202290000000005,-22.534149999999997;
AUTO MANGAS VOLKS LTDA;-43.17041,-22.52129000000001;
AUTO POSTO DE GASOLINA E SERVIÇOS L & Z LTDA;-43.49257000000001,-22.978650000000016;
J J RISCADO TERRA & CIA LTDA;-41.32342000000001,-21.76429;
DUMAS & DAMIAO COMBUSTIVEIS LTDA;-43.139790000000005,-22.441290000000016;
CHAPÉU DO SOL POSTO DE GASOLINA E LUBRIFICAÇÃO LTDA.;-43.30435000000001,-22.58848;
COMERCIO DE DERIVADOS DE PETROLEO VANILDA LTDA;-43.76044000000001,-22.844080000000005;
ZYGIMUNDO CACKO;-43.45820999999999,-22.76102000000001;
POSTO MINVANO LOTDA;-43.42107999999999,-22.7628;
IRMÃOS THURLER LTDA;-42.51955999999999,-22.23345000000001;
POSTO SERRA DE MERITI LTDA;-43.36688000000001,-22.79919;
POSTO ALVORADA DA BARRA LTDA;-43.35464,-22.955110000000015;
SIMOVAN AUTO POSTO LTDA;-43.22167,-22.513330000000014;
AUTO POSTO ALVORADA RIO LTDA.;-43.36623999999999,-22.987000000000016;
SUINA DERIVADOS DE PETROLEO LTDA;-44.092310000000005,-22.493080000000006;
MORAES E SILVA LTDA;-42.03642000000001,-20.96758000000002;
AUTO POSTO SHOPPING BÚZIOS LTDA.;-41.92497999999999,-22.774640000000023;
POSTO RESENDE LTDA;-44.45139,-22.46792;
AUTO POSTO LINDOKA LTDA;-43.03526999999999,-22.82042000000001;
CARRETEIRA AUTO POSTO LTDA;-43.44109,-22.87821000000001;
GARAGE E POSTO DE LUBRIFICAÇÃO BARREIROS LTDA;-43.25745999999999,-22.849480000000007;
POSTO SÃO MIGUEL LTDA.;-43.03078999999999,-22.817310000000003;
AUTO POSTO TANQUE UM LTDA.;-43.0773,-22.832840000000015;
POSTO RIO SAO PAULO LTDA;-43.444500000000005,-22.747510000000013;
COOPERATIVA BRAS DOS TRAN ROD AUTÔNOMOS DE BENS LTDA;-43.32244000000001,-22.81717000000001;
SAPAL SERVICOS AUTOMOBILISTICOS PADUA LTDA;-42.173829999999995,-21.548050000000007;
POSTO CANDORA E CANDORA LTDA;-43.81139,-22.878289999999996;
POSTO ALCANTARA LTDA;-43.00141000000001,-22.81663;
RUBENS SANCHES RANGEL;-41.775490000000005,-22.362879999999997;
SENDAS S/A.;-43.36497,-22.804790000000004;
ARCM COMBUSTIVEIS SERVICOS LTDA;-41.330100000000016,-21.761820000000014;
BRAGA E REZENDE POSTO DE GASOLINA LTDA;-41.67502000000001,-21.136840000000007;
IRMAOS BARCELOS E CIA LTDA;-41.277440000000006,-21.828040000000016;
GRATINADO SERVIÇOS DE LANCHES;-43.675430000000006,-22.549729999999997;
AUTO POSTO CAPAO LTDA;-43.34921000000001,-22.95432000000002;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-43.10535999999999,-22.880960000000005;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-43.23877999999999,-22.914130000000007;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-43.42499000000001,-22.76057000000001;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-43.21942,-22.91887;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-43.2338,-22.91365000000002;
GARAGE SAO JORGE LTDA;-43.661669999999994,-22.408970000000004;
SERVICENTRO SILVEIRA DE MIGUEL PEREIRA LTDA;-43.46617000000002,-22.452269999999995;
SERVACAR COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA;-42.97390999999999,-22.41903000000001;
SALUL SAO LUIZ POSTO E RESTAURANTE LTDA;-44.06054,-22.472590000000014;
FÁBRICA TRIANON DE BEBIDAS LTDA;-43.25889999999998,-22.902610000000003;
POSTO VANIA DE ABASTECIMENTO LTDA;-43.28857,-22.89607000000001;
TIRADENTES VEICULOS LTDA;-43.18537,-22.908170000000016;
AUTO ABASTECIMENTO IMPORTACAO E COMERCIO LIMITADA;-43.22315,-22.98577;
